station_sequence,current_speed_kmh,distance_remaining_km,current_delay_minutes,scheduled_travel_time_min,historical_delay_minutes,station_dwell_time_min,progress_ratio,observation_hour,day_of_week,target_arrival_delay_minutes,service_date,train_id_12000,train_id_12001,train_id_12002,train_id_12003,train_id_12004,train_id_12005,route_id_MUMBAI_NASHIK,route_id_PUNE_MUMBAI,route_id_PUNE_SOLAPUR,section_id_DAUND_KURDUVADI,section_id_KALYAN_KASARA,section_id_KALYAN_MUMBAI,section_id_KARJAT_KALYAN,section_id_KASARA_NASHIK,section_id_KURDUVADI_SOLAPUR,section_id_LONAVALA_KARJAT,section_id_MUMBAI_KALYAN,section_id_PUNE_DAUND,section_id_PUNE_LONAVALA,route_section_MUMBAI_NASHIK:KALYAN_KASARA,route_section_MUMBAI_NASHIK:KASARA_NASHIK,route_section_MUMBAI_NASHIK:MUMBAI_KALYAN,route_section_PUNE_MUMBAI:KALYAN_MUMBAI,route_section_PUNE_MUMBAI:KARJAT_KALYAN,route_section_PUNE_MUMBAI:LONAVALA_KARJAT,route_section_PUNE_MUMBAI:PUNE_LONAVALA,route_section_PUNE_SOLAPUR:DAUND_KURDUVADI,route_section_PUNE_SOLAPUR:KURDUVADI_SOLAPUR,route_section_PUNE_SOLAPUR:PUNE_DAUND,weather_condition_clear,weather_condition_cloudy,weather_condition_rain,track_condition_normal,track_condition_wet,signal_aspect_DOUBLE_YELLOW,signal_aspect_GREEN,signal_aspect_RED,signal_aspect_YELLOW
2,45.4,79.43,10.9,140.0,14.2,3.4,0.5714285714285714,7,5,15.7,2026-02-07,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,59.6,145.27,-0.8,155.0,0.0,0.0,0.25806451612903225,9,5,8.1,2026-02-07,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,77.3,152.79,-3.0,155.0,0.0,0.0,0.16129032258064516,8,5,8.1,2026-02-07,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2,71.9,73.02,6.5,205.0,6.2,3.2,0.7073170731707317,12,5,12.9,2026-02-07,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1,67.1,145.27,8.5,205.0,6.2,2.0,0.4634146341463415,12,5,12.9,2026-02-07,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1,76.0,158.33,4.3,205.0,6.2,2.0,0.3902439024390244,11,5,12.9,2026-02-07,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,54.9,228.4,1.2,205.0,6.2,0.0,0.1951219512195122,11,5,12.9,2026-02-07,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
0,66.3,253.95,-1.0,205.0,6.2,3.1,0.04878048780487805,10,5,12.9,2026-02-07,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
1,74.7,177.55,4.3,205.0,6.2,4.2,0.3170731707317073,11,5,12.9,2026-02-07,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2,44.7,50.38,6.1,155.0,0.0,2.0,0.7935483870967742,10,5,8.1,2026-02-07,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,56.1,59.65,4.3,155.0,0.0,4.0,0.6967741935483871,10,5,8.1,2026-02-07,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,55.0,96.33,4.0,155.0,0.0,2.0,0.5290322580645161,9,5,8.1,2026-02-07,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1,56.2,109.58,3.4,155.0,0.0,2.0,0.432258064516129,9,5,8.1,2026-02-07,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1,49.4,124.77,2.3,155.0,0.0,5.4,0.33548387096774196,9,5,8.1,2026-02-07,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,85.8,11.8,8.2,155.0,0.0,2.0,0.8903225806451613,10,5,8.1,2026-02-07,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
3,62.2,36.63,12.6,140.0,8.2,5.4,0.8214285714285714,15,6,18.3,2026-02-08,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,64.4,158.17,3.1,155.0,7.6,0.0,0.16129032258064516,16,6,16.9,2026-02-08,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,39.3,178.45,-0.4,155.0,7.6,2.9,0.06451612903225806,15,6,16.9,2026-02-08,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3,62.9,5.07,16.3,140.0,8.2,2.0,1.0,16,6,18.3,2026-02-08,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3,48.9,26.62,17.8,140.0,8.2,2.0,0.9285714285714286,15,6,18.3,2026-02-08,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2,57.8,48.47,15.1,140.0,8.2,2.0,0.7857142857142857,15,6,18.3,2026-02-08,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,93.7,122.53,3.1,155.0,7.6,0.0,0.25806451612903225,16,6,16.9,2026-02-08,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2,61.4,76.77,8.4,140.0,8.2,5.1,0.5714285714285714,14,6,18.3,2026-02-08,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,56.6,90.27,7.9,140.0,8.2,2.0,0.5357142857142857,14,6,18.3,2026-02-08,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,45.0,109.25,5.4,140.0,8.2,2.0,0.42857142857142855,14,6,18.3,2026-02-08,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1,42.0,121.0,6.2,140.0,8.2,3.7,0.32142857142857145,14,6,18.3,2026-02-08,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
0,68.5,146.33,4.1,140.0,8.2,0.0,0.2857142857142857,14,6,18.3,2026-02-08,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2,54.7,64.21,12.3,140.0,8.2,2.0,0.6785714285714286,15,6,18.3,2026-02-08,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,59.1,123.15,6.3,155.0,7.6,6.7,0.33548387096774196,16,6,16.9,2026-02-08,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,65.0,164.92,1.0,140.0,8.2,0.0,0.17857142857142858,14,6,18.3,2026-02-08,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1,59.7,93.2,8.7,155.0,7.6,2.0,0.5290322580645161,17,6,16.9,2026-02-08,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2,67.1,57.82,9.7,155.0,7.6,5.6,0.6967741935483871,17,6,16.9,2026-02-08,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2,60.8,43.67,15.4,155.0,7.6,2.0,0.7935483870967742,17,6,16.9,2026-02-08,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,65.4,25.4,15.5,155.0,7.6,2.0,0.8903225806451613,18,6,16.9,2026-02-08,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,67.3,253.78,2.0,205.0,5.7,2.2,0.04878048780487805,5,6,15.1,2026-02-08,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0,71.0,235.42,2.4,205.0,5.7,0.0,0.12195121951219512,5,6,15.1,2026-02-08,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,76.1,214.27,0.9,205.0,5.7,0.0,0.1951219512195122,6,6,15.1,2026-02-08,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
1,70.0,178.33,5.8,205.0,5.7,6.1,0.3170731707317073,6,6,15.1,2026-02-08,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,71.2,160.33,4.6,205.0,5.7,2.0,0.3902439024390244,6,6,15.1,2026-02-08,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
1,58.1,151.27,8.6,205.0,5.7,2.0,0.4634146341463415,6,6,15.1,2026-02-08,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
2,60.4,74.93,9.9,205.0,5.7,4.5,0.7073170731707317,7,6,15.1,2026-02-08,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2,59.5,60.21,11.8,205.0,5.7,2.0,0.7804878048780488,8,6,15.1,2026-02-08,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2,66.4,40.73,14.6,205.0,5.7,2.0,0.8536585365853658,8,6,15.1,2026-02-08,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
1,67.4,104.92,7.6,155.0,7.6,2.0,0.432258064516129,16,6,16.9,2026-02-08,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
0,58.6,182.23,1.3,140.0,8.2,3.2,0.07142857142857142,13,6,18.3,2026-02-08,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
0,76.4,179.27,-0.7,140.0,7.5,3.6,0.07142857142857142,7,6,15.2,2026-02-08,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
2,53.2,62.83,10.0,205.0,8.3,2.0,0.7804878048780488,14,6,15.1,2026-02-08,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
2,54.1,48.93,14.4,205.0,8.3,2.0,0.8536585365853658,14,6,15.1,2026-02-08,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0,59.6,167.17,1.3,140.0,7.5,0.0,0.17857142857142858,7,6,15.2,2026-02-08,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
0,55.9,154.73,7.0,140.0,7.5,0.0,0.2857142857142857,7,6,15.2,2026-02-08,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,52.7,119.22,4.6,140.0,7.5,4.6,0.32142857142857145,8,6,15.2,2026-02-08,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,48.0,108.0,6.9,140.0,7.5,2.0,0.42857142857142855,8,6,15.2,2026-02-08,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1,54.0,92.0,9.1,140.0,7.5,2.0,0.5357142857142857,8,6,15.2,2026-02-08,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2,77.0,74.17,6.2,140.0,7.5,5.5,0.5714285714285714,8,6,15.2,2026-02-08,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,54.0,51.0,11.4,140.0,7.5,2.0,0.7857142857142857,9,6,15.2,2026-02-08,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3,58.3,37.28,13.6,140.0,7.5,5.3,0.8214285714285714,9,6,15.2,2026-02-08,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3,59.8,22.08,10.5,140.0,7.5,2.0,0.9285714285714286,9,6,15.2,2026-02-08,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3,59.9,7.07,18.3,140.0,7.5,2.0,1.0,9,6,15.2,2026-02-08,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,63.5,174.42,-0.3,155.0,6.1,1.9,0.06451612903225806,9,6,4.3,2026-02-08,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,72.8,154.67,0.1,155.0,6.1,0.0,0.16129032258064516,9,6,4.3,2026-02-08,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,59.6,62.17,11.1,140.0,7.5,2.0,0.6785714285714286,8,6,15.2,2026-02-08,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1,59.5,123.08,-0.8,155.0,6.1,4.6,0.33548387096774196,10,6,4.3,2026-02-08,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,54.2,148.87,0.8,155.0,6.1,0.0,0.25806451612903225,10,6,4.3,2026-02-08,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,72.5,141.67,6.8,205.0,8.3,2.0,0.4634146341463415,13,6,15.1,2026-02-08,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,71.2,160.33,5.4,205.0,8.3,2.0,0.3902439024390244,12,6,15.1,2026-02-08,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,59.3,180.12,4.9,205.0,8.3,5.2,0.3170731707317073,12,6,15.1,2026-02-08,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,65.2,221.53,3.6,205.0,8.3,0.0,0.1951219512195122,12,6,15.1,2026-02-08,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
0,58.0,240.83,1.7,205.0,8.3,0.0,0.12195121951219512,11,6,15.1,2026-02-08,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,78.8,71.87,8.4,205.0,8.3,3.1,0.7073170731707317,13,6,15.1,2026-02-08,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
2,69.7,22.53,1.2,155.0,6.1,2.0,0.8903225806451613,11,6,4.3,2026-02-08,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2,68.8,40.33,3.8,155.0,6.1,2.0,0.7935483870967742,11,6,4.3,2026-02-08,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2,54.8,59.87,3.7,155.0,6.1,3.0,0.6967741935483871,11,6,4.3,2026-02-08,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,51.4,98.73,4.6,155.0,6.1,2.0,0.5290322580645161,10,6,4.3,2026-02-08,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,67.8,104.75,3.1,155.0,6.1,2.0,0.432258064516129,10,6,4.3,2026-02-08,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,64.4,254.27,-0.2,205.0,8.3,3.4,0.04878048780487805,11,6,15.1,2026-02-08,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,41.8,157.13,4.9,155.0,5.3,0.0,0.25806451612903225,17,0,12.1,2026-02-09,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
0,62.9,158.79,0.6,155.0,5.3,0.0,0.16129032258064516,17,0,12.1,2026-02-09,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,72.3,172.95,2.9,155.0,5.3,2.3,0.06451612903225806,16,0,12.1,2026-02-09,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3,46.5,16.0,19.0,140.0,13.6,2.0,1.0,17,0,19.6,2026-02-09,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3,46.0,27.83,17.0,140.0,13.6,2.0,0.9285714285714286,16,0,19.6,2026-02-09,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3,54.8,37.87,15.3,140.0,13.6,4.0,0.8214285714285714,16,0,19.6,2026-02-09,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1,72.8,79.47,12.0,140.0,13.6,2.0,0.5357142857142857,15,0,19.6,2026-02-09,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
2,66.7,59.21,10.6,140.0,13.6,2.0,0.6785714285714286,16,0,19.6,2026-02-09,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,55.5,77.75,13.1,140.0,13.6,5.0,0.5714285714285714,15,0,19.6,2026-02-09,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,70.4,98.67,2.0,140.0,13.6,2.0,0.42857142857142855,15,0,19.6,2026-02-09,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1,79.2,114.8,7.8,140.0,13.6,5.0,0.32142857142857145,15,0,19.6,2026-02-09,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
0,55.9,154.73,3.0,140.0,13.6,0.0,0.2857142857142857,15,0,19.6,2026-02-09,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2,49.9,53.73,15.3,140.0,13.6,2.0,0.7857142857142857,16,0,19.6,2026-02-09,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,66.3,121.95,2.5,155.0,5.3,4.5,0.33548387096774196,17,0,12.1,2026-02-09,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2,70.8,37.8,-0.8,205.0,1.7,2.0,0.8536585365853658,9,0,-2.0,2026-02-09,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
1,65.5,89.33,4.5,155.0,5.3,2.0,0.5290322580645161,18,0,12.1,2026-02-09,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,70.6,57.23,8.0,155.0,5.3,3.3,0.6967741935483871,18,0,12.1,2026-02-09,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,57.8,44.92,7.9,155.0,5.3,2.0,0.7935483870967742,18,0,12.1,2026-02-09,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2,53.7,33.2,11.7,155.0,5.3,2.0,0.8903225806451613,19,0,12.1,2026-02-09,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,62.9,254.52,0.9,205.0,1.7,3.2,0.04878048780487805,6,0,-2.0,2026-02-09,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
0,69.7,235.96,2.9,205.0,1.7,0.0,0.12195121951219512,6,0,-2.0,2026-02-09,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
0,57.0,227.0,-0.1,205.0,1.7,0.0,0.1951219512195122,7,0,-2.0,2026-02-09,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
1,72.5,177.92,-3.0,205.0,1.7,3.3,0.3170731707317073,7,0,-2.0,2026-02-09,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1,66.4,162.33,-1.5,205.0,1.7,2.0,0.3902439024390244,7,0,-2.0,2026-02-09,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,66.6,145.6,-2.4,205.0,1.7,2.0,0.4634146341463415,7,0,-2.0,2026-02-09,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,67.4,73.77,0.5,205.0,1.7,5.2,0.7073170731707317,8,0,-2.0,2026-02-09,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2,86.4,49.0,0.3,205.0,1.7,2.0,0.7804878048780488,9,0,-2.0,2026-02-09,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
0,77.0,159.92,-0.6,140.0,13.6,0.0,0.17857142857142858,15,0,19.6,2026-02-09,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
1,60.6,107.75,3.5,155.0,5.3,2.0,0.432258064516129,17,0,12.1,2026-02-09,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
0,61.6,181.73,1.9,140.0,13.6,2.9,0.07142857142857142,14,0,19.6,2026-02-09,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
